screen_name,betweenness_centrality,degree_in,followers_count,group,belongs_to,profile_image_url
ubuntourist,130.84,1,87,4,SCOREProject,http://a0.twimg.com/profile_images/1179332912/GRI_Kevin_Cole_normal.jpg
DianeChoiceKY,1.8523,1,21,4,SCOREProject,http://a0.twimg.com/sticky/default_profile_images/default_profile_3_normal.png
BenGuilbaud,357.89,22,261,0,ukoer,http://a0.twimg.com/profile_images/2086912257/image_normal.jpg
MTG_work,187.05,20,229,1,SCOREProject,http://a0.twimg.com/profile_images/1813648369/headshot_normal.jpg
ruchione,0,0,291,2,ukoer,http://a0.twimg.com/profile_images/186564597/ME_normal.jpg
Learn4work,37.786,7,413,2,ukoer,http://a0.twimg.com/profile_images/1236848052/My_headshot_normal.JPG
philbarker,3659.2,93,455,1,ukoer,http://a0.twimg.com/profile_images/1929482121/philb_normal.jpg
zeeik,0,0,64,1,SCOREProject,http://a0.twimg.com/profile_images/1966526454/logo_zeeik_normal.PNG
slewth,141.68,20,629,0,ukoer,http://a0.twimg.com/profile_images/853613852/twitter_normal.jpg
jj27vv,35.283,6,249,0,SCOREProject,http://a0.twimg.com/profile_images/1602233459/JVMRi3.tiff_normal.jpg
jacqu23,176.67,13,108,1,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1795542933/bc1vNS5n_normal
KavuBob,4206.6,128,713,1,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1163345241/profile_normal.jpg
ffynnonweb,47.412,12,200,0,ukoer,http://a0.twimg.com/profile_images/1246396607/ffynnonweb_fbgreen_normal.jpg
sitvis,241.36,6,152,2,ukoer,http://a0.twimg.com/profile_images/1458259542/Gregor1_normal.jpg
BioethicsUK,0.44708,1,906,2,ukoer,http://a0.twimg.com/profile_images/116615974/Copy_of_thruskyscrapertokyo_normal.jpg
waqast44,13.878,3,249,3,SCOREProject,http://a0.twimg.com/profile_images/1409460056/Pic_11_normal.JPG
traceymadden,2863.3,96,585,1,ukoer,http://a0.twimg.com/profile_images/780909066/botharms_normal
postgradtoolbox,179.47,20,1500,3,ukoer,http://a0.twimg.com/profile_images/1111821823/toolbox_logo_vertical_normal.png
trishlet,3.1524,2,405,4,ukoer,http://a0.twimg.com/profile_images/1297537509/photo__4__normal.JPG
serena4444,45.051,3,57,0,ukoer,http://a0.twimg.com/profile_images/1790111920/flower_normal.jpg
karenf59,155.32,26,275,0,ukoer,http://a0.twimg.com/profile_images/1119622111/me_normal.JPG
sarahhorrigan,950.22,71,1281,0,ukoer,http://a0.twimg.com/profile_images/56435651/Me_normal.jpg
RebeccaGalley,2109.1,65,434,0,SCOREProject,http://a0.twimg.com/profile_images/669903362/005_normal.JPG
afdujardin,180.06,27,570,0,ukoer,http://a0.twimg.com/profile_images/248254903/AFDujardin2_normal.jpg
Kiltey,295.96,20,167,0,ukoer,http://a0.twimg.com/profile_images/1586140492/greatkilt_normal.jpg
reedyreedles,844.83,24,446,0,ukoer,http://a0.twimg.com/profile_images/55969021/me_normal.jpg
xolabs,0,0,532,4,SCOREProject,http://a0.twimg.com/profile_images/587063738/x_normal.gif
JackieCarter,3149.9,94,587,1,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1345208779/Jackie_5_normal.JPG
jjlawless,20.537,2,382,4,ukoer,http://a0.twimg.com/profile_images/1630285666/nbek9_normal.jpg
fionajharvey,348,30,302,0,ukoer,http://a0.twimg.com/profile_images/1784694098/IMG_0584_normal.JPG
JSJennie,11.646,3,120,0,ukoer,http://a0.twimg.com/profile_images/1177804435/Me_normal.jpg
aisantos,2894.5,48,671,4,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/73396814/P1000877_normal.JPG
hblanchett,999.05,50,407,0,ukoer,http://a0.twimg.com/profile_images/999814012/HCB3_normal.jpg
DafyddTrystan,35.381,5,918,3,ukoer,http://a0.twimg.com/profile_images/1589819321/4-DafyddFinalBW-3064_normal.jpg
Joscelyn,505.68,27,1355,1,ukoer,http://a0.twimg.com/profile_images/2103790533/headshot3_resized_normal.jpg
wolfstrome,0,0,383,4,SCOREProject,http://a0.twimg.com/profile_images/1227075727/Grey_Wolf_Orca_normal.JPG
DDerraven,1.0357,1,134,0,ukoer,http://a0.twimg.com/profile_images/865586265/Dawn_normal.jpg
AngloFLE,65.903,9,434,3,SCOREProject,http://a0.twimg.com/profile_images/665186877/120px-Share.svg_normal.png
gillybean42,994.19,25,326,1,ukoer,http://a0.twimg.com/profile_images/1640500659/Gill2_normal.jpg
ChandosTweets,41.841,5,585,2,ukoer,http://a0.twimg.com/profile_images/1231662003/Chandos_Twitter_normal.jpg
daveowhite,3508,154,2216,0,ukoer,http://a0.twimg.com/profile_images/1511523833/OERTwitB_normal.jpg
HeyWayne,58.582,17,173,0,ukoer,http://a0.twimg.com/profile_images/52390122/Wayne-Barry-2_normal.jpg
aclobridge,114,5,362,1,SCOREProject,http://a0.twimg.com/profile_images/1318277677/aclobridge_02-2011_125x125_normal.jpg
misetak,32.247,11,610,4,SCOREProject,http://a0.twimg.com/profile_images/1424397890/robocup_normal.png
mattewensRSCSW,337.95,23,206,0,SCOREProject,http://a0.twimg.com/profile_images/1696232289/225824_10150172508777379_576727378_7136932_1477434_n_normal.jpg
TheAgileAnalyst,238.72,19,471,2,ukoer,http://a0.twimg.com/profile_images/57672346/P1010041thumb_normal.jpg
atikslam,0,0,33,2,ukoer,http://a0.twimg.com/profile_images/1868691569/twitter_marketing_normal.jpg
nickgreeves,156.9,13,518,0,ukoer,http://a0.twimg.com/profile_images/1239635840/ng_normal.jpg
VictorAtPiazza,0.18592,1,31,4,SCOREProject,http://a0.twimg.com/profile_images/1830169753/Photo_on_1-11-12_at_9.12_PM_normal.jpg
CTLUL,30.388,9,241,3,ukoer,http://a0.twimg.com/profile_images/808978910/ctl_normal.png
Czernie,2713,66,886,4,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/427178107/laura_2008_for_online_normal.jpg
romieh,791.8,44,543,0,ukoer,http://a0.twimg.com/profile_images/1290044287/heaney_rose_normal.jpg
ambrouk,9842.9,149,879,1,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1265852770/amberthomas_normal.jpg
MartynCooper,559.87,36,578,4,ukoer,http://a0.twimg.com/profile_images/52179249/MC2-Porto-Aug01_normal.JPG
dougclow,1522.2,65,801,4,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1696256895/2011-12-16_Doug_square_normal.jpg
CriticalSteph,219.73,29,606,1,ukoer,http://a0.twimg.com/profile_images/1767007702/jiji__1__normal.jpg
easegill,81.569,13,640,4,ukoer,http://a0.twimg.com/profile_images/1828655076/IMG_5512_normal.JPG
dentonpotter11,4804,33,145,4,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1305879164/FB_icon_normal.jpg
hrdservices,2.0682,2,326,3,SCOREProject,http://a0.twimg.com/profile_images/1670298079/avatar_normal.JPEG
covcampus,296.56,27,5567,3,ukoer,http://a0.twimg.com/profile_images/444634860/twit_profile_06c_normal.jpg
morageyrie,610.7,39,543,1,ukoer,http://a0.twimg.com/profile_images/1203404027/2010-12-31_16.29.15_Glasgow_GB_normal.jpg
raoulrugamba,0,0,233,4,SCOREProject,http://a0.twimg.com/profile_images/1480536469/IMG_0119_normal.JPG
smartassessor,5.5469,1,236,0,ukoer,http://a0.twimg.com/profile_images/1262108440/logo_normal.jpg
nootool,0.53793,1,68,2,ukoer,http://a0.twimg.com/profile_images/485464783/LPiazza5885_2_normal.jpg
mrnick,2274.9,67,577,1,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1474816240/IMG_2436_normal.JPG
LuuConferencing,0,2,286,3,SCOREProject,http://a0.twimg.com/profile_images/1467323620/IMG_6948_normal.jpg
Learning_Agency,1082.3,21,386,4,SCOREProject,http://a0.twimg.com/profile_images/1149486287/logofinalS_normal.gif
SussexTLDU,1168.7,47,582,3,ukoer,http://a0.twimg.com/profile_images/1165723320/4117088671_c6ec55c333_s_normal.jpg
StephanPelland,0.87778,1,209,4,SCOREProject,http://a0.twimg.com/profile_images/1125015887/me_normal.png
sheilmcn,6888,117,668,0,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1991216670/50__00001_normal.png
techno4learning,334.01,19,184,2,ukoer,http://a0.twimg.com/profile_images/772102759/sunflower_normal.jpg
PatrickD,79.201,11,907,1,ukoer,http://a0.twimg.com/profile_images/932603992/b8b3c2a1-2291-477e-8897-f3228c5b1e9f_normal.jpg
sardarl,378.87,24,325,0,ukoer,http://a0.twimg.com/profile_images/1255839405/P8240281_normal.jpg
VicksLou,54.667,4,256,2,ukoer,http://a0.twimg.com/profile_images/1588475564/IMG00002-20111013-1903_normal.jpg
conceptbin,14.49,5,265,3,SCOREProject,http://a0.twimg.com/profile_images/58875449/gs-phone-crop-micro_normal.jpg
acastrillejo,304.68,7,733,4,SCOREProject,http://a0.twimg.com/profile_images/1259927796/IMG_4621_normal.JPG
eeleach,38.59,6,732,2,ukoer,http://a0.twimg.com/profile_images/1353126720/EEL_official_Fac_picture_small_normal.jpg
GraceKimble,5.7064,1,268,4,SCOREProject,http://a0.twimg.com/profile_images/1567752821/GK_T_normal.jpg
brineast,10.519,2,104,3,ukoer,http://a0.twimg.com/profile_images/1305976658/SUKKI9_normal.jpg
DrSarahAtkinson,422.89,17,280,1,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1455165297/sarah_profile_smaller_normal.jpg
RSCSouthWest,1168.9,47,512,0,SCOREProject,http://a0.twimg.com/profile_images/1145241546/NEW_RSCs_Logo_Sep10_v1-_SouthWest_2_normal.jpg
elearningeuropa,1938.4,33,853,4,SCOREProject,http://a0.twimg.com/profile_images/1385508945/logo50-50_normal.jpg
jpodcaster,2313.1,59,413,0,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/59090088/Photo_15_normal.jpg
talisaspire,192.66,10,278,0,ukoer,http://a0.twimg.com/profile_images/1257565447/aspire_logo_normal.jpg
open_michigan,5525.4,68,1078,4,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/53448057/Picture_3_normal.png
OER_Center,5534.9,98,881,4,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/382039549/OERlogo_normal.png
PatrickAndrews,11.994,5,469,3,SCOREProject,http://a0.twimg.com/profile_images/454216022/ash19238_2__normal.jpg
iskme,139.74,21,560,4,ukoer,http://a0.twimg.com/profile_images/1585864362/color.man.2_normal.jpg
RichardPriceUK,8.7495,2,187,1,ukoer,http://a0.twimg.com/profile_images/1176037973/twitpic_normal.jpg
vivboz,327,15,204,4,SCOREProject,http://a0.twimg.com/profile_images/1098565264/Viv_normal.JPG
IT_Degree,11.922,2,211,4,SCOREProject,http://a0.twimg.com/profile_images/1674391333/300x300-IT-Degree-Online-College-Web-Education_normal.jpg
angiduffsight,14.254,6,469,4,SCOREProject,http://a0.twimg.com/profile_images/1413160909/1309042383_4976.10751.woman_onlinelearning_normal.jpg
languages_web2,651.28,20,1400,4,SCOREProject,http://a0.twimg.com/profile_images/717776279/carr_1-300x300pt_normal.jpg
time_motion,112.04,4,529,1,ukoer,http://a0.twimg.com/profile_images/520123317/JS_logo_normal.jpg
johngcanning,1338.2,30,271,3,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1563737913/LLAS-Workshop-66_normal.gif
iandolphin24,1356.4,41,903,1,ukoer,http://a0.twimg.com/profile_images/1852756309/iconnew_normal.jpg
LeslieHolt2,0,0,187,4,SCOREProject,http://a0.twimg.com/profile_images/1726840817/Les-nye-1112_normal.jpg
glittrgirl,2340.3,80,949,1,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1779006044/red_hair_small_normal.png
lisaharris,228.25,23,1600,0,SCOREProject,http://a0.twimg.com/profile_images/1685218830/LisaH_normal.jpg
LeylaRazavi,0,2,402,1,ukoer,http://a0.twimg.com/profile_images/1586903845/8427_276410360346_518210346_8925820_4685091_n_normal.jpg
TOPYX,8.7264,5,610,4,SCOREProject,http://a0.twimg.com/profile_images/1766357109/Twitter-TOPYX_normal.png
davidgbenga,16.228,3,206,4,SCOREProject,http://a0.twimg.com/profile_images/1309492729/m_normal.jpg
wfvanvalkenburg,590.04,34,1053,4,SCOREProject,http://a0.twimg.com/profile_images/1879881610/Willem-OCW_normal.jpg
edmediashare,3695.8,42,230,3,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1633619166/EMS_TwitterLogo_normal.jpg
josswinn,371.53,35,442,1,ukoer,http://a0.twimg.com/profile_images/1491740894/Joss_Winn_-_Small_normal.jpg
MedEdLeeds,49.044,8,229,1,ukoer,http://a0.twimg.com/profile_images/1133628941/ME-logo-twitter-01_normal.jpg
jhsmith,42.882,7,309,0,ukoer,http://a0.twimg.com/profile_images/1411678615/Photo1_normal.jpg
pythy,28.918,4,346,4,ukoer,http://a0.twimg.com/profile_images/73387276/Almansi_normal.jpg
jvivancos,9.8976,2,1644,4,ukoer,http://a0.twimg.com/profile_images/1046963155/jordi_normal.jpg
la_eportfolio,215.15,15,281,0,ukoer,http://a0.twimg.com/profile_images/366439947/eportfolio_enabled_badge3_normal.gif
nylastetough,0,0,216,4,SCOREProject,http://a0.twimg.com/sticky/default_profile_images/default_profile_1_normal.png
TheAcademyZone,0,0,127,2,ukoer,http://a0.twimg.com/profile_images/1274254853/az_small_normal.png
CSM_Library,0,5,1007,1,SCOREProject,http://a0.twimg.com/profile_images/1191167883/photo_normal.jpg
kiyanwang,111.34,14,789,4,ukoer,http://a0.twimg.com/profile_images/20327832/nadeem_shabir_tile_normal.jpg
ghbrett,6.1793,8,1446,4,SCOREProject,http://a0.twimg.com/profile_images/289018929/aaa-ghb-duckie-160px_normal.jpg
WCIT2012mtl,0,0,309,4,SCOREProject,http://a0.twimg.com/profile_images/1693432016/logo_tagline_square_eng_normal.png
peterradzio,0,1,843,4,SCOREProject,http://a0.twimg.com/profile_images/1128000063/2-Yellowish_maple_leaf_normal.jpg
rschon,465.04,25,1017,4,ukoer,http://a0.twimg.com/profile_images/1716127607/0617_normal.JPG
slydell,0,0,274,3,SCOREProject,http://a0.twimg.com/profile_images/1792991008/IMG00928-20120130-1222_normal.jpg
e_languages,1344.2,30,797,3,SCOREProject,http://a0.twimg.com/profile_images/1750010795/e_large_normal.gif
dkernohan,29753,186,910,1,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1896194071/Snapshot_of_me_5_normal.png
angelicadrz,0,0,1209,4,SCOREProject,http://a0.twimg.com/profile_images/1689046175/9de7c043-c934-461f-abb6-eeee23aa3343_normal.png
adrianstevenson,305.52,31,1691,1,ukoer,http://a0.twimg.com/profile_images/283316943/AdeOzTwitter2_normal.jpg
pokethemunki,0,0,185,3,SCOREProject,http://a0.twimg.com/profile_images/1486788203/chimp_normal.jpg
jscarantino,113.4,12,1608,4,SCOREProject,http://a0.twimg.com/profile_images/1702417016/IMG_0988b_normal.jpg
bryanjack,20.81,4,1564,1,ukoer,http://a0.twimg.com/profile_images/1533959593/6098816515_aa00432f77_b_normal.jpg
saadat_m,563.86,21,461,4,SCOREProject,http://a0.twimg.com/profile_images/1533368708/meeee_normal.jpg
zakmensah,1334.1,68,794,0,ukoer,http://a0.twimg.com/profile_images/1541174616/twitter-sept-11_normal.jpg
t_hyves,0,0,147,2,ukoer,http://a0.twimg.com/sticky/default_profile_images/default_profile_5_normal.png
TLRPTEL,3302.8,44,364,0,ukoer,http://a0.twimg.com/profile_images/1780205445/telwordcloud_normal.jpg
PlymUni,423.69,41,7906,3,ukoer,http://a0.twimg.com/profile_images/1576808010/150-with_normal.gif
liz_jolly,993.36,17,585,2,ukoer,http://a0.twimg.com/profile_images/1485025967/c8049c0b-8840-45f9-a614-42d52056a88d_normal.png
MimasNews,3782.1,59,812,1,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/470528606/_M-73x73_normal.png
helenwhd,1821.8,79,1471,0,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/116136363/elfpic_normal.jpg
LinaMorgado,1249.4,21,619,4,SCOREProject,http://a0.twimg.com/profile_images/851589621/lmorgado_normal.jpg
ILTAtweets,444.55,24,835,0,ukoer,http://a0.twimg.com/profile_images/142609405/1092255_N22_normal.jpg
cristinacost,1874.5,81,3248,0,SCOREProject,http://a0.twimg.com/profile_images/1079179364/cristina1_normal.jpg
temperedradical,368.38,16,387,4,ukoer,http://a0.twimg.com/profile_images/1017852035/picture_of_jo_normal.jpg
Shanet1,1.3996,3,418,1,ukoer,http://a0.twimg.com/profile_images/1105613371/hollywood_normal.jpg
vinod110044,0,0,102,3,ukoer,http://a0.twimg.com/profile_images/2117278866/v9d_normal.jpg
arianna_sk6894,0,0,85,2,ukoer,http://a0.twimg.com/profile_images/285086085/17_normal.jpeg
ProcessArtsUAL,3220.8,53,438,1,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/2150369220/pa_logo_normal.jpg
openstudy,2162.5,35,1931,4,SCOREProject,http://a0.twimg.com/profile_images/1042362333/avatar_big_normal.png
TeacherEducator,3.4103,2,242,4,SCOREProject,http://a0.twimg.com/profile_images/252088879/BigSunWatermark_normal.jpg
laurabradshaw8,0,0,186,2,ukoer,http://a0.twimg.com/sticky/default_profile_images/default_profile_4_normal.png
glamlaflib,173.3,15,694,2,ukoer,http://a0.twimg.com/profile_images/2045461446/image_normal.jpg
KathleenPorter,0,0,223,1,SCOREProject,http://a0.twimg.com/profile_images/1136548971/Kathleen_Porter_pic_normal.jpg
z_rose,537.45,52,1674,1,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1677478273/zoe_little_twitter_normal.png
iTunes_and_Apps,1.6667,2,2370,4,SCOREProject,http://a0.twimg.com/profile_images/1253454617/logo_Apple2_normal.jpg
brazen_guff,12.346,6,140,3,ukoer,http://a0.twimg.com/profile_images/1266594916/profile_normal.jpg
DLiakouras,0,0,458,4,SCOREProject,http://a0.twimg.com/profile_images/1590075012/biophoto_normal.jpg
S_J_Lancaster,367.36,20,868,0,ukoer,http://a0.twimg.com/profile_images/1578905934/profile_image_normal.png
petewoodbridge,1215.1,16,1519,1,ukoer,http://a0.twimg.com/profile_images/1452853716/pete-hdr_small_normal.jpg
kentwallen,81.287,6,482,4,SCOREProject,http://a0.twimg.com/profile_images/1472118968/tw_10086749_1312181079_normal.jpg
RosaSmith88,563,1,267,4,SCOREProject,http://a0.twimg.com/profile_images/1696258743/ladies_normal.jpg
HEA_NI,2337.9,44,517,3,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1743231802/New_Image_normal.JPG
plourdt,4.4511,1,149,2,ukoer,http://a0.twimg.com/profile_images/1908600482/482047_192320884214169_100003087754013_298418_295785244_n_normal.jpg
eLearningTalk,212.5,13,573,4,SCOREProject,http://a0.twimg.com/profile_images/1143364466/chrispatonphoto_normal.jpg
yaystudies,1.2285,1,236,3,ukoer,http://a0.twimg.com/profile_images/1880148362/Photo_16_normal.jpg
TUDelftOCW,959.85,26,475,4,ukoer,http://a0.twimg.com/profile_images/263576821/ocw_afbeelding_normal.jpg
suchprettyeyes,403.76,29,1341,1,ukoer,http://a0.twimg.com/profile_images/1180364905/132d3e4d-c0c6-464a-b0fe-3d1010efaedb_normal.png
loumcgill,5721.8,105,1048,1,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1782287043/IMG_70942_normal.jpg
VL_YMK,373.44,12,550,0,ukoer,http://a0.twimg.com/profile_images/1222265036/161665_100001495708942_6308649_q_normal.jpg
JamesFirth,56.456,12,2034,1,SCOREProject,http://a0.twimg.com/profile_images/1781578052/tw2_normal.JPG
pstann,283.02,8,810,4,ukoer,http://a0.twimg.com/profile_images/1774938955/cookiecutter_normal.jpg
marloft,979.43,39,1360,0,ukoer,http://a0.twimg.com/profile_images/2148322458/7istooyoung_normal.jpg
UCFopenSpace,2001.5,37,458,3,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/713879296/openspace_twitter_normal.jpg
A_L_T,19887,221,2815,0,SCOREProject,http://a0.twimg.com/profile_images/224325314/ALT_small_logo_normal.JPG
UniAlliance,1125.7,53,2367,3,ukoer,http://a0.twimg.com/profile_images/1454987147/TwitterProfile_normal.jpg
Yuji_Konishi,7.7851,1,605,4,ukoer,http://a0.twimg.com/profile_images/1866230718/IMG_0081_normal.jpg
CoupoBox_Covent,2.8903,1,470,3,ukoer,http://a0.twimg.com/profile_images/1297371543/Big_icon_normal.jpg
gconole,17074,223,4261,4,SCOREProject,http://a0.twimg.com/profile_images/1365912237/sailong19_normal.jpg
ClassroomAidInc,561.62,15,695,4,"SCOREProject,ukoer",http://a0.twimg.com/profile_images/1206213048/ClassroomAid_LOGO_new_normal.png
